Carimbo de data/hora,Quote,Author
2021/12/15 23:35:17,Motorsport is very expensive. No one cares if you had a good season two years ago and then you have an injury. It is a very dodgy investment.,Sebastian Vettel
2021/12/15 23:35:19,"Generally I don't care about what people say. I have to be clear with myself. When everything goes well, people celebrate you, when you make mistakes people criticize you.",Sebastian Vettel
2021/12/15 23:35:19,We always kept believing in ourselves and our team and the car.,Sebastian Vettel
2021/12/15 23:35:21,"When you walk the track and you see a corner and realise you were going round it at 160mph, you wonder who could be so stupid to take a corner at that speed. But in the car, you don't even think about that.",Sebastian Vettel
2021/12/15 23:35:23,"As a driver, your target is always to be with the most competitive team possible.",Sebastian Vettel
2021/12/15 23:35:24,"I was quite emotional when I finished my lap, but had to wait for other drivers to cross the line to hear whether I'd actually done it. It feels very special, but I acknowledge that the old master, Nigel Mansell, took his 14 poles from only 16 races.",Sebastian Vettel
2021/12/15 23:35:25,"It was an unbelievable experience! The brakes, the g-forces and the power of the engine are beyond description. Thanks to BMW and WilliamsF1 for giving me this chance to test. The test team looked after me brilliantly and I learnt plenty.",Sebastian Vettel
2021/12/15 23:35:26,"Teams like Ferrari, McLaren and Mercedes are going to be very, very motivated to go for the titles.",Sebastian Vettel
2021/12/15 23:35:27,"After 10 weeks away from Formula One, when they started the engine here at Valencia and everything was vibrating, I found myself sitting in the RB7 and smiling.",Sebastian Vettel
2021/12/15 23:35:28,"I remember my first test in F1. After five laps, I came back to the pits and tried to play it cool - 'Oh yeah, I'm fine, I'm on top of this' - but I was completely lost.",Sebastian Vettel
2021/12/15 23:35:29,"Qualifying is all about putting everything that you have and that the car has in one lap. It's like a rush, I really enjoy that.",Sebastian Vettel
2021/12/15 23:35:31,"There is no secret, once we go to qualifying, we all seem to enjoy it. Qualifying is all about putting everything that you have and that the car has in one lap. It's like a rush, I really enjoy that.",Sebastian Vettel
2021/12/15 23:35:33,Simply racing a Formula 1 car is an achievement.,Sebastian Vettel
2021/12/15 23:35:34,There's nothing wrong with the car except that it's on fire.,Murray Walker
2021/12/15 23:35:35,I don't make mistakes. I make prophecies which immediately turn out to be wrong.,Murray Walker
2021/12/15 23:35:36,"IF is a very long word in Formula One; in fact, IF is F1 spelled backwards.",Murray Walker
2021/12/15 23:35:37,"The lead car is unique, except for the one behind it which is identical.",Murray Walker
2021/12/15 23:35:38,"With half the race gone, there is half the race still to go.",Murray Walker
2021/12/15 23:35:39,That's history. I say history because it happened in the past.,Murray Walker
2021/12/15 23:35:41,And that just shows you how important the car is in Formula One Racing.,Murray Walker
2021/12/15 23:35:43,"You have to say what comes into your head, and sometimes the wrong words come, in the wrong order or I'd make prophecies which immediately turned out to be wrong.",Murray Walker
2021/12/15 23:35:44,"Well, now we have exactly the same situation as at the beginning of the race, only exactly opposite.",Murray Walker
2021/12/15 23:35:44,"I've no idea what Eddie Irvine's orders are, but he's following them superlatively well.",Murray Walker
2021/12/15 23:35:45,Motor racing can never be totally safe and it never should be in my opinion.,Murray Walker
2021/12/15 23:35:47,"A battle is developing between them' I say developing, because it's not yet on.",Murray Walker
2021/12/15 23:35:48,"Even in five years time, he will still be four years younger than Damon Hill.",Murray Walker
2021/12/15 23:35:49,"I'm in my usual state up here in the commentary box: high tension, heart beating like a trip hammer, whatever that is.",Murray Walker
2021/12/15 23:35:50,I want to say so much more than I have time for.,Murray Walker
2021/12/15 23:35:51,"You might not think that's cricket, and it's not, it's motor racing.",Murray Walker
2021/12/15 23:35:52,"Like everybody, I have invested in things that have gone bad, because there's never any guarantee of success or profit when it comes to money.",Murray Walker
2021/12/15 23:35:53,I'm very careful with money - both my parents were very sensible with it and I grew up to become an obsessive saver.,Murray Walker
2021/12/15 23:35:54,You can cut the tension with a cricket stump.,Murray Walker
2021/12/15 23:35:56,"Anything happens in Grand Prix racing, and it usually does.",Murray Walker
2021/12/15 23:35:57,"This circuit is interesting because it has inclines and declines. Not just up, but down as well.",Murray Walker
2021/12/15 23:35:57,I should imagine that the conditions in the cockpit are totally unimaginable.,Murray Walker
2021/12/15 23:35:59,Eight minutes past the hour here in Belgium - and presumably eight minutes past the hour everywhere in the world.,Murray Walker
2021/12/15 23:36:00,"There are seven winners of the Monaco Grand Prix on the starting line today, and four of them are Michael Schumacher.",Murray Walker
2021/12/15 23:36:00,He can't decide whether to leave his visor half open or half closed.,Murray Walker
2021/12/15 23:36:02,"I can't believe what's happening visually, in front of my eyes.",Murray Walker
2021/12/15 23:36:03,"It is a huge honour to be recognised as the world's best commentator, particularly against so many sporting greats.",Murray Walker
2021/12/15 23:36:04,"I'm a car fanatic and each morning I wake up with a smile on my face, whether I'm commentating on the Formula One or at Silver Hatch racetrack in Roary the Racing Car.",Murray Walker
2021/12/15 23:36:05,Somebody said once 'Follow the money' and that is what it is all about.,Murray Walker
2021/12/15 23:36:06,It all comes down to money.,Murray Walker
2021/12/15 23:36:07,"Now he must not go the wrong way round the circuit, and unless he can spin himself stationary through 360 degrees I fail to see how he can avoid doing so.",Murray Walker
2021/12/15 23:36:08,"Schumacher wouldn't have let him past voluntarily. Of course he did it voluntarily, but he had to do it.",Murray Walker
2021/12/15 23:36:09,"Either the car is stationary, or it's on the move.",Murray Walker
2021/12/15 23:36:10,I wish we had a system where you are given a bill including service and that people were paid properly so they didn't have to rely on tips. In different restaurants there are different policies and it's all very confusing.,Murray Walker
2021/12/15 23:36:11,I love what I do.,Murray Walker
2021/12/15 23:36:12,"If you don't trust someone to look after your investments, then they shouldn't be doing the job for you.",Murray Walker
2021/12/15 23:36:14,"If someone said to me that you can have three wishes, my first would have been to get into racing, my second to be in Formula 1, my third to drive for Ferrari.",Gilles Villeneuve
2021/12/15 23:36:15,I will drive flat out all the time. I love racing.,Gilles Villeneuve
2021/12/15 23:36:16,If you work hard it's only a matter of time before things start to go right.,Valtteri Bottas
2021/12/15 23:36:18,"In Formula 1, the neck is really important. There's a lot of force that's going to your head. We also have a helmet and it's not that light. When it's all about g-force, all of that extra weight in the helmet compounds and puts more and more pressure.",Valtteri Bottas
2021/12/15 23:36:19,During my childhood my family risked a lot financially. They put every single penny they could into my racing and also their free time was completely compromised.,Valtteri Bottas
2021/12/15 23:36:20,"Let me tell you something, never, ever give up your dream.",Valtteri Bottas
2021/12/15 23:36:21,"Of course, when you start in pole, winning is the only target you have.",Valtteri Bottas
2021/12/15 23:36:23,Racing can still be good even though you don't push others off the track.,Valtteri Bottas
2021/12/15 23:36:24,I focus on organic foods and I also don't eat any wheat or gluten.,Valtteri Bottas
2021/12/15 23:36:25,"Every athlete, every person is individual.",Valtteri Bottas
2021/12/15 23:36:26,I know what is best for me.,Valtteri Bottas
2021/12/15 23:36:27,I know when I am in the car I am always doing my best.,Valtteri Bottas
2021/12/15 23:36:28,"You dream about winning since a kid and when you get that first win it took some time to realise it. But once I realised it, it was so cool.",Valtteri Bottas
2021/12/15 23:36:30,I always wanted to be alongside a very quick teammate and tough teammate.,Valtteri Bottas
2021/12/15 23:36:31,I always remind myself the only thing that matters is I perform on track and that's all I need to do.,Valtteri Bottas
2021/12/15 23:36:32,My approach to the race is definitely just trying to win the race.,Valtteri Bottas
2021/12/15 23:36:33,"My goals in the future is to not just be in Formula 1. I want to be really successful, World Champion, though I guess this is like everyone! But that is what I'm targeting.",Valtteri Bottas
2021/12/15 23:36:34,Sometimes it would be nice not to be recognizable!,Valtteri Bottas
2021/12/15 23:36:35,"Of course, there are races that have been boring but overall it's been really good so I'm not complaining.",Valtteri Bottas
2021/12/15 23:36:36,"I have found for me, and it should be the same for everybody, that it is easiest just to be how you are. Be the true you and there is no need to act differently. It has always been like that.",Valtteri Bottas
2021/12/15 23:36:37,"There were many things in my childhood I sacrificed: I started travelling quite young, compromising school in terms of learning and time with friends doing normal stuff as a kid you want to do. But obviously I wouldn't change a day.",Valtteri Bottas
2021/12/15 23:36:38,"In general, I like healthy foods. Everything that's natural and clean.",Valtteri Bottas
2021/12/15 23:36:40,"For me, it's just me trying to be the best me I can be inside and outside of the car.",Valtteri Bottas
2021/12/15 23:36:41,"When I drive there is not much emotion in there. I'm just trying to get everything right and get every lap, every corner perfect.",Valtteri Bottas
2021/12/15 23:36:42,I've learned that the first half of the season is always very important.,Valtteri Bottas
2021/12/15 23:36:43,"Every year you learn as a person, about yourself, what works for you and what doesn't.",Valtteri Bottas
2021/12/15 23:36:44,"There are many people around me, supporting me. There are always ups and downs, and you can really see the true support quite easily.",Valtteri Bottas
2021/12/15 23:36:45,It's always good to have different plans.,Valtteri Bottas
2021/12/15 23:36:46,"In this sport if you want to win you need to be selfish, it is that kind of sport, even though it is a team sport you need to think about yourself.",Valtteri Bottas
2021/12/15 23:36:47,If there are differences in the race pace it is normally because the tyre is overheating on my side.,Valtteri Bottas
2021/12/15 23:36:48,I have plenty of good people around me I can talk to and for me it's the man in the mirror that gives the answers if I have hard times or if I doubt.,Valtteri Bottas
2021/12/15 23:36:50,I can be nice - I don't need to be rude for no reason.,Valtteri Bottas
2021/12/15 23:36:51,"We need to make sure F1 stays the quickest category of all, and GP2 is not that far away, so that's a little bit worrying.",Valtteri Bottas
2021/12/15 23:36:52,"You never want to be behind your team-mate at the end of the year, that's definitely always going to be my goal.",Valtteri Bottas
2021/12/15 23:36:53,"I think Finns in general, we are quite calm and I think we're mentally in general quite strong, and we don't mind to be alone. We are lonely wolves, a lot of us.",Valtteri Bottas
2021/12/15 23:36:54,You never know. One point can make a difference in the end.,Valtteri Bottas
2021/12/15 23:36:55,"I think with racing, you never stop improving. If you want to improve, you will.",Valtteri Bottas
2021/12/15 23:36:56,"When you feel like you are performing at your best, it's a beautiful feeling.",Valtteri Bottas
2021/12/15 23:36:57,Maybe there is something wrong with me as I don't feel any pressure or fear.,Valtteri Bottas
2021/12/15 23:36:58,Every time I jump in the car I feel very happy. Racing is what I love to do and I am very lucky I can do it.,Valtteri Bottas
2021/12/15 23:36:59,I think I am very lucky to meet so many people and go to cool places and nice events. I am lucky to be in partnership with Hugo Boss and the team so I enjoy doing these events.,Valtteri Bottas
2021/12/15 23:37:00,"How many points, how many races you can win, how many times you be on the podium. That's the name of the game.",Valtteri Bottas
2021/12/15 23:37:02,"It was when I first tried a go-kart in '96. I saw a go-kart race locally, and that got me excited about it, and I wanted to try one. When I got to try one, I just loved the speed and after that it became more about how to improve the lap time and all the details and that.",Valtteri Bottas
2021/12/15 23:37:03,I know what level my skills are and what I am still yet to be capable of by getting better.,Valtteri Bottas
2021/12/15 23:37:04,"Finns love if their athletes do well, then they support.",Valtteri Bottas
2021/12/15 23:37:05,"Improving, for me, is quite natural as I'm always critical of myself.",Valtteri Bottas
2021/12/15 23:37:06,"What we need to make sure we do as a team is build the quickest car on the grid - if we have the quickest car, we can do it!",Valtteri Bottas
2021/12/15 23:37:08,"When I was 12 there was a big shift in mindset and I realised that if I want to get something out of it then I need to work hard and focus all my energy just for this sport and that's when I started training and taking things more seriously. I became a lot more self-critical and analysed the driving more and more, and that was when I was 12.",Valtteri Bottas
2021/12/15 23:37:10,"With F1, it's really a combination of many things. You have to have good endurance, good strength in certain muscles, you need to be fast, have good reactions and good decisions. It's not as simple as one thing. You need to be a complete athlete.",Valtteri Bottas
2021/12/15 23:37:11,I'm a naturally very competitive person and I've been competing in triathlons throughout 2012 to keep fit and keep my mind sharp.,Valtteri Bottas
2021/12/15 23:37:12,"I've had a lot of support from back home, starting way back in karting and since then I have been lucky to have been supported by some great Finnish companies.",Valtteri Bottas
2021/12/15 23:37:13,"For sure, some things have changed with the way I feel about things, like my mindset and everything. But you always learn every year about your mindset and what works for you.",Valtteri Bottas
2021/12/15 23:37:14,"All the questions, all the speculation, No. 2 driver and so on, it doesn't get to me. It doesn't matter.",Valtteri Bottas
2021/12/15 23:37:15,We Finns don't show much emotion but it doesn't mean we don't have any.,Valtteri Bottas
2021/12/15 23:37:16,"I honestly think the reason I've been able to improve year by year is work. Work with the team, work with my ability, focus on all the single details.",Valtteri Bottas
2021/12/15 23:37:17,It's good to get a good lap and get pole.,Valtteri Bottas
2021/12/15 23:37:19,"In sport, and especially in this sport, the confidence you get from the results is a massive help.",Valtteri Bottas
2021/12/15 23:37:20,"Once something is a passion, the motivation is there.",Michael Schumacher
2021/12/15 23:37:21,"You win a race, the next race it's a question mark. Are you still the best or not? That's what is funny. But that's what is interesting. And that's what is challenging. You have to prove yourself every time.",Michael Schumacher
2021/12/15 23:37:22,"I know what I am, and what I have to do in my profession, so I can handle the pressure. It's the way I think.",Michael Schumacher
2021/12/15 23:37:23,"The more precisely I can drive, the more I enjoy myself.",Michael Schumacher
2021/12/15 23:37:24,"You try to hide your emotions, so as not to show weaknesses to others. I believe it's the same for every sportsman.",Michael Schumacher
2021/12/15 23:37:26,"You arrive at Formula One being very skeptical, how far can your talent deal with all this, and then you understand those guys are human and pretty reasonable, and finally succeeding in winning your first race, in circumstance as such, it was just an amazing moment.",Michael Schumacher
2021/12/15 23:37:27,Those who have come into Formula One without experiencing cars devoid of electronic aids will find it tough. To control 800 horse power relying just on arm muscles and foot sensitivity can turn out to be a dangerous exercise.,Michael Schumacher
2021/12/15 23:37:29,"I have what you might call the South Pole and the North Pole. I have my team and my work, which I do on one side, and I have my family and my home on the other side. Both have nothing really to do with each other.",Michael Schumacher
2021/12/15 23:37:30,I just want to be known as a very normal person and be treated as that and be able to walk down the street like anyone else.,Michael Schumacher
2021/12/15 23:37:31,"Your ups and downs in sports, I think they are as normal as daily life: One day you wake up and feel great, the next day you wake up and feel maybe less great.",Michael Schumacher
2021/12/15 23:37:31,My time with Ferrari was wonderful. I have found friends and had experiences that I would not want to be without.,Michael Schumacher
2021/12/15 23:37:32,"I like to share my life, and spend time with someone I love. That has worked 100 per cent with my wife.",Michael Schumacher
2021/12/15 23:37:34,I'm not very comfortable with what people sometimes say or think about me - things I don't feel responsible for.,Michael Schumacher
2021/12/15 23:37:35,"I hate to take compromises with a racing car. The more standard a car is, the more compromises you have to take.",Michael Schumacher
2021/12/15 23:37:36,"I have been a huge fan of America, as I find their way of life there is pretty unique, and I have enjoyed a lot of good times over there.",Michael Schumacher
2021/12/15 23:37:37,I think I was five when I had my real first go-kart.,Michael Schumacher
2021/12/15 23:37:38,"I have to say it's been tough to leave the Ferrari family, which has been a big part of my career.",Michael Schumacher
2021/12/15 23:37:39,"I have really enjoyed my time at Ferrari, not just because of the successes.",Michael Schumacher
2021/12/15 23:37:40,"I like working in a team, and at Ferrari there is always good cooperation.",Michael Schumacher
2021/12/15 23:37:41,Nascar will certainly not be one of my challenges in the future.,Michael Schumacher
2021/12/15 23:37:42,I always thought records were there to be broken.,Michael Schumacher
2021/12/15 23:37:44,"When you start out in a team, you have to get the teamwork going and then you get something back.",Michael Schumacher
2021/12/15 23:37:45,"If you do things to the limit, and don't purposely go over that limit, then I think it's fine to do whatever you want. So long as you enjoy it. That's what's important.",Michael Schumacher
2021/12/15 23:37:46,"Let's put it this way, I like number seven.",Michael Schumacher
2021/12/15 23:37:47,"I have been in Formula One for 12 years, and out of that I had one year with the perfect car.",Michael Schumacher
2021/12/15 23:37:48,"If you're lucky enough to be famous, then it's great if you can use your fame and the power your fame gives you to draw attention to things that really matter.",Michael Schumacher
2021/12/15 23:37:49,Somehow I have managed to delay looking old. In reality I have good genes.,Michael Schumacher
2021/12/15 23:37:50,"I retired simply because I didn't have the passion and motivation anymore; I was tired. At the time I thought, 'Well, I had a great time, there is the end.' At some moment, there is the right time to call it an end.",Michael Schumacher
2021/12/15 23:37:51,If you look right from the beginning of the season I've been very competitive.,Michael Schumacher
2021/12/15 23:37:53,"In sport there is never any moment that is the same as the other. I have been in Formula One for 12 years, and out of that I had one year with the perfect car.",Michael Schumacher
2021/12/15 23:37:54,"My kids are not known, and I think that is very important. So far they have lived a normal life, and will continue to do so. I feel they should have the possibility to live a free life without the burden of fame I have created.",Michael Schumacher
2021/12/15 23:37:55,I will do everything I can to bring the Number One to Ferrari. The whole team and all the fans deserve it.,Michael Schumacher
2021/12/15 23:37:55,"In football, I need full concentration even though I really enjoy it.",Michael Schumacher
2021/12/15 23:37:57,"People get excited around me and behave differently than they would normally. I don't feel different from anyone else, except that I drive a racing car round in circles faster than somebody else.",Michael Schumacher
2021/12/15 23:37:58,"I didn't have statistics in my mind when I was racing. It was always a consequence - a nice consequence. I enjoyed it, but it wasn't the reason I was racing.",Michael Schumacher
2021/12/15 23:37:59,"The first thing, when I got the money, I knew I would support somebody. And the person I supported was my family. Because we were really in debt with the money. And - so I gave to my father this suitcase full of money. And he couldn't believe it. And that was something very special.",Michael Schumacher
2021/12/15 23:38:00,"When you are part of a community for 14 years, it inevitably shapes you. I will always have a part of Ferrari beside me; a part of my heart will always be red.",Michael Schumacher
2021/12/15 23:38:02,"Every day, every year, every new season is a reset from the last, and you are still hungry for success, to do things better and better.",Fernando Alonso
2021/12/15 23:38:03,"I have always been very calm on the outside. I'm not too stressed now just because I'm in formula one. For me, tomorrow will be another day whether I finish first or last. I have to do the maximum and I cannot ask any more from myself.",Fernando Alonso
2021/12/15 23:38:04,"I am very proud to be part of this team, and I know that winning with Ferrari will mean more than winning with another team.",Fernando Alonso
2021/12/15 23:38:05,"I like to race, not to do laps alone.",Fernando Alonso
2021/12/15 23:38:06,My idea is to win all the iconic motor sport races in the world.,Fernando Alonso
2021/12/15 23:38:08,For me it's a simple sport and a simple way to live these seven or eight years of maximum sport.,Fernando Alonso
2021/12/15 23:38:09,"I am very proud of what we have built in Spain, because it is not a traditional Formula 1 country. I think we have found passionate fans, and built up a strong culture for the sport - and things are improving every day, with more and more people getting interested.",Fernando Alonso
2021/12/15 23:38:10,"For me, it was not destiny to make it to where I am now - I thought for a long- time I would become a go-kart mechanic, or a job like this, not an F1 driver.",Fernando Alonso
2021/12/15 23:38:11,In Spain there were no TV rights for Formula One.,Fernando Alonso
2021/12/15 23:38:12,"Creating a top team and being in a position to win the Tour de France will give me a nice feeling. But I know it is not easy to create a top team from zero. You need good riders, good staff, a lot of preparation and, most important, a lot of sponsors.",Fernando Alonso
2021/12/15 23:38:13,"When I race in Australia or Korea or Japan, I know it will be a big change for me because Ferrari fans are worldwide. It's very nice if you win, but it's not so good if you lose. All this is part of being a Ferrari driver.",Fernando Alonso
2021/12/15 23:38:14,"McLaren was a risky project because they were completely new, but we are one team - we win and we lose together.",Fernando Alonso
2021/12/15 23:38:15,"When I joined F1, I was 19 years old, full of energy.",Fernando Alonso
2021/12/15 23:38:17,"Even if you have a difficult season, you still believe the following year will be better and a good one.",Fernando Alonso
2021/12/15 23:38:17,I would not be happy if I had many trophies at home and people think I don't deserve them.,Fernando Alonso
2021/12/15 23:38:18,The Triple Crown is an attractive target because it is so difficult to achieve.,Fernando Alonso
2021/12/15 23:38:19,I don't want to just be a good driver: I want to be a complete driver and hopefully the best driver in the world.,Fernando Alonso
2021/12/15 23:38:20,To be one of the names being talked about is better than not. But it's only talking.,Fernando Alonso
2021/12/15 23:38:21,"I always had that, even when I was a kid in a go-kart or when I was playing soccer or tennis: that need of winning. It was there all my life, and it's still there now.",Fernando Alonso
2021/12/15 23:38:22,I'm just hungry to win.,Fernando Alonso
2021/12/15 23:38:23,The day that arrives the first victory or the first win for McLaren-Honda will be a massive achievement for all of us.,Fernando Alonso
2021/12/15 23:38:24,Ferrari gives you a special feeling.,Fernando Alonso
2021/12/15 23:38:25,I miss winning. I miss being on the podium.,Fernando Alonso
2021/12/15 23:38:26,"If you challenge yourself and try to be the best in all areas, you have to be a complete driver.",Fernando Alonso
2021/12/15 23:38:28,"In life, it's winning - when I go to the supermarket, and I go with a friend, I try to get through the door first. Things like that - everything in life is a competition for me.",Fernando Alonso
2021/12/15 23:38:28,"When I take go-karts out with my friends, it's a disaster normally. But in the race car, I'm calm because they pay me to do this, and I have to be professional.",Fernando Alonso
2021/12/15 23:38:29,"I like America, and I think probably the American people like me.",Fernando Alonso
2021/12/15 23:38:30,"I look at myself as someone who has been very lucky - my job is also what I enjoy most in the world, and I can make my life doing it.",Fernando Alonso
2021/12/15 23:38:32,When I race in Australia or Korea or Japan I know it will be a big change for me because Ferrari fans are worldwide.,Fernando Alonso
2021/12/15 23:38:33,"If you're in the best team in the world, you or your teammate have to win.",Fernando Alonso
2021/12/15 23:38:34,"After five years in Ferrari, being second all the time, I think it was enough for me.",Fernando Alonso
2021/12/15 23:38:34,"With Ferrari sometimes, you win or you lose depending on what the mood of the team in general, of the group in general.",Fernando Alonso
2021/12/15 23:38:35,I feel extremely lucky and privileged to have my achievements.,Fernando Alonso
2021/12/15 23:38:36,"It is true - maybe with five or seven points more, I could be five times world champion. But on the other hand, I could have zero world championships, and zero wins or zero podiums, because F1 is an extremely competitive environment. So I just take the positives, and I am happy with my achievements.",Fernando Alonso
2021/12/15 23:38:38,"I am one of the best to have raced in F1. I am probably not fastest in qualifying, or the wet, but I am 9.5 in all areas. I try to benefit from that.",Fernando Alonso
2021/12/15 23:38:39,"You can play basketball and have a magic night and score 40 points with your team-mates and win the game. There are favourites for the World Cup, but you can't guarantee Germany, Spain, or Brazil will win, but here, everyone can guarantee that Mercedes or Ferrari will win the race, and this is very sad for the sport.",Fernando Alonso
2021/12/15 23:38:40,My parents are very similar to me.,Fernando Alonso
2021/12/15 23:38:41,I am a very competitive person in everything. Not only F1 but in everyday life.,Fernando Alonso
2021/12/15 23:38:42,It is difficult to take in how long you have been doing one thing when you compete at the highest level and always with the highest intensity.,Fernando Alonso
2021/12/15 23:38:43,I want to live a normal life that I never had the opportunity to do for many years.,Fernando Alonso
2021/12/15 23:38:44,"I adapt my driving style more or less to anything, from go-kart to motorbike to wet, more downforce, less downforce, Pirelli, Bridgestone, Michelin, V8, V6, whatever.",Fernando Alonso
2021/12/15 23:38:46,"In the end, I think in F1 it is very hard for a girl.",Max Verstappen
2021/12/15 23:38:46,"Mistakes happen, and they happen to the best of us.",Max Verstappen
2021/12/15 23:38:47,The only place that matters is first.,Max Verstappen
2021/12/15 23:38:48,"I always try to get the best result out of it, I'm not there to just sit second or sit third. I'm a winner, and I want to win every single race, and I will always go for it.",Max Verstappen
2021/12/15 23:38:49,"The smell of fuel, driving on the limit on the edge of sliding, it just gives you a lot of adrenaline.",Max Verstappen
2021/12/15 23:38:51,"If you start doubting yourself like that, thinking, 'Am I good enough?' - maybe there is a reason you're thinking that.",Max Verstappen
2021/12/15 23:38:52,"When I was very little, my dad had his own go kart team as well while he was still in F1, so I always joined and riding through the paddock on my bicycle.",Max Verstappen
2021/12/15 23:38:53,"To be honest, I never compare myself with the rookies.",Max Verstappen
2021/12/15 23:38:54,"Of course you learn from certain moments, and you always get more and more experience, so maybe in the future you will do some different things, but in general, the basics always stay the same.",Max Verstappen
2021/12/15 23:38:54,You always want to do better than last year.,Max Verstappen
2021/12/15 23:38:55,"Of course my dad went to Formula One, so I think that my dad is the better driver of the two. But I think, for a girl, my mom was not too bad, of course.",Max Verstappen
2021/12/15 23:38:56,"You have to be patient: trust the team, that they can deliver a good job.",Max Verstappen
2021/12/15 23:38:58,"I've raced at the Hungaroring in Formula 3, and it's a bit of a Mickey Mouse track.",Max Verstappen
2021/12/15 23:38:59,"You always try to fight for yourself, isn't it? You try to do the best possible job.",Max Verstappen
2021/12/15 23:39:00,I'm normally not really an angry person. Maybe some other people have a different opinion.,Max Verstappen
2021/12/15 23:39:00,"I think it's always better to be in an F1 car because, in general, the car behaves itself.",Max Verstappen
2021/12/15 23:39:01,I want to rely on my gut feeling. Isn't that what made great race drivers in the end?,Max Verstappen
2021/12/15 23:39:03,"I've always been good at realising what went wrong and stuff, and I was always being able to look at the positives from it.",Max Verstappen
2021/12/15 23:39:04,"I have good people around me, so I always have advice. A lot of people can talk to me, but it's me, of course, who still has to take that to the track and to perform.",Max Verstappen
2021/12/15 23:39:05,"I think it is very important to not be too much on social media. You have a lot of positive comments but also negative ones, and at the end of the day, that shouldn't affect you, but it is much more important not to read it so you just don't know.",Max Verstappen
2021/12/15 23:39:06,I tell my engineers that they should not overload me with information.,Max Verstappen
2021/12/15 23:39:08,"Sometimes I watch a football match, and I think I know better, but at the end of the day, we don't. So I think people need to appreciate more what we are trying to achieve in the car.",Max Verstappen
2021/12/15 23:39:09,"I grew up going to race rings, and I really enjoyed it.",Max Verstappen
2021/12/15 23:39:10,"I want to win because I am the fastest out there instead, not by luck; then it means a lot more to you.",Max Verstappen
2021/12/15 23:39:11,I was never Mad Max. I was just Max who was trying to get the best result for the team.,Max Verstappen
2021/12/15 23:39:12,"To be honest, it doesn't matter who is next to me in whatever team.",Max Verstappen
2021/12/15 23:39:13,"To just slow yourself down, just to not do anything and drive around - I'm not like that. I'm not here to fill up the field.",Max Verstappen
2021/12/15 23:39:14,"I focus on myself, but all these stupid comments you read on social media and journalists, it's really stupid.",Max Verstappen
2021/12/15 23:39:15,"If you are a bit weak in your head, maybe you can train your mind, but it will never be your strong point.",Max Verstappen
2021/12/15 23:39:16,"As a driver, it is important to focus on yourself and believe in yourself, and there shouldn't be a reason why, when you are in F1 and there is more attention, you change your approach.",Max Verstappen
2021/12/15 23:39:17,"Of course I am doing a good job, but you can always improve, and I just leave it up to people outside, around me or whatever, to judge on that.",Max Verstappen
2021/12/15 23:39:18,"As a driver, I will always be the same guy.",Max Verstappen
2021/12/15 23:39:19,I think you can improve on everything; you're never perfect.,Max Verstappen
2021/12/15 23:39:20,My career is more important than girls.,Max Verstappen
2021/12/15 23:39:23,"It changes from track-to-track, but when you are behind someone, you know after a few laps where they are weaker and stronger around the lap. You try to position yourself in the best possible way to attack them at a point they don't expect or at the point that they are just not as strong as you. That's how you try to get past.",Max Verstappen
2021/12/15 23:39:24,"Many people ask, 'What do you need mentally to succeed in F1?' I say, 'What do you mean mentally?'",Max Verstappen
2021/12/15 23:39:24,I just want to do the best I can every time.,Max Verstappen
2021/12/15 23:39:25,"You always have to believe in yourself, and I had that from karting.",Max Verstappen
2021/12/15 23:39:27,The world championship is what I am here for.,Max Verstappen
2021/12/15 23:39:28,"That's what I enjoy, always driving on the limit of what you can do.",Max Verstappen
2021/12/15 23:39:29,"If you are not allowed to defend, what's racing about, then?",Max Verstappen
2021/12/15 23:39:30,We are getting way too much info in the cockpit. Sometimes I switch off the display in my car!,Max Verstappen
2021/12/15 23:39:31,"It is very unfair, and on social media you have all these keyboard warriors who just type something, and they never say it to my face. That's very weak I find.",Max Verstappen
2021/12/15 23:39:32,"Of course there will be difficult times, and there will be more in the future, but I know what I have to do in the car.",Max Verstappen
2021/12/15 23:39:33,"For me, it doesn't matter if you are fighting a world champion or not.",Max Verstappen
2021/12/15 23:39:34,"People always think they know better. In football, everybody thinks they can be head coach and do it better. It's the same in F1: they always know better, even if they have no experience of it.",Max Verstappen
2021/12/15 23:39:36,"I say what I think, and if somebody attacks me unfairly, I definitely tell them.",Max Verstappen
2021/12/15 23:39:37,"There is no such thing as a low risk lap in Monaco. It doesn't exist if you want to be fast, because you have to be on the limit.",Max Verstappen
2021/12/15 23:39:38,I get really tired of all the comments saying I should change my approach.,Max Verstappen
2021/12/15 23:39:39,I never even think of the mental side of things because I never had any issues.,Max Verstappen
2021/12/15 23:39:40,"It's just racing. Sometimes you have difficult moments, and then you try to work hard, and you keep working hard, and you overcome the situation. It's as simple as that.",Max Verstappen
2021/12/15 23:39:40,"In general, the spotlight has been on me.",Max Verstappen
2021/12/15 23:39:41,It is not because others tell me I have to change my driving style that I will change.,Max Verstappen
2021/12/15 23:39:43,Overtaking is one thing. That is an art. But defending as well. You should be able to defend your position.,Max Verstappen
2021/12/15 23:39:44,I did like history. I was always quite interested and got good grades as well.,Max Verstappen
2021/12/15 23:39:45,"I always wanted to be a racing driver. Even if it was not F1, it would be something else.",Max Verstappen
2021/12/15 23:39:46,"It doesn't matter as long as, at one point, I'm in a championship-winning car. I don't care about my team-mate.",Max Verstappen
